,cc1,cc2,cc3,cc4,cc5,cc6,cc7,cc8,cc9,cc10,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,ic1,ic2,ic3,ic4,ic5,ic6,ic7,ic8,ic9,ic10,CBT,PBT,IBT,CCT,PCT,ICT
Hour148,0.006994344,0.000149104,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.012754391,0.00041749,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.016457279,0.000581504,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.182132013,0.182132013,0.182132013,0.011928157,0.019658296,0.028074945
Hour149,0.007200087,0.000144749,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.01312957,0.000405296,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.016941381,0.000564519,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.183292393,0.183292393,0.183292393,0.012129545,0.020021281,0.028542061
Hour150,0.015520867,0.001578451,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.028302757,0.004419663,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.036519687,0.00615596,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.246568863,0.246568863,0.246568863,0.021884028,0.039208835,0.053711808
Hour151,0.021416966,0.002071195,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.039054467,0.005799346,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.05039286,0.00807766,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.286172913,0.286172913,0.286172913,0.02827287,0.051340227,0.069506682
Hour152,0.02060277,0.002894689,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.037569757,0.008105129,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.048477106,0.011289286,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.289612144,0.289612144,0.289612144,0.028282169,0.052161301,0.070802554
Hour153,0.019755285,0.002426894,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.036024344,0.006795304,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.046483024,0.009464887,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.279942673,0.279942673,0.279942673,0.026966889,0.049306062,0.066984073
Hour154,0.01780894,0.002936903,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.032475125,0.00822333,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.041903388,0.011453923,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.273587351,0.273587351,0.273587351,0.025530553,0.04718487,0.064393472
Hour155,0.018963209,0.002479137,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.034579969,0.006941584,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.044619314,0.009668636,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.275793184,0.275793184,0.275793184,0.026227056,0.048007968,0.065324111
Hour156,0.017910519,0.002939048,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.032660358,0.008229335,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.042142398,0.011462287,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.274193679,0.274193679,0.274193679,0.025634277,0.047376108,0.064640847
Hour157,0.019271661,0.002479866,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.035142441,0.006943625,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.045345085,0.009671477,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.277602254,0.277602254,0.277602254,0.026536237,0.04857248,0.066052723
Hour158,0.018551628,0.002939053,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.03382944,0.008229349,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.04365089,0.011462307,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.277952317,0.277952317,0.277952317,0.026275391,0.048545203,0.066149358
Hour159,0.019870938,0.002514533,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.03623524,0.007040692,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.046755149,0.009806678,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.281461438,0.281461438,0.281461438,0.027170181,0.049762347,0.067597988
Hour160,0.020078991,0.003001048,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.03661463,0.008402934,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.047244684,0.011704087,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.287544104,0.287544104,0.287544104,0.027864748,0.051503979,0.069984932
Hour161,0.022198896,0.002584644,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.04048034,0.007237004,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.052232696,0.010080113,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.29584378,0.29584378,0.29584378,0.02956825,0.054203759,0.073348971
Hour162,0.021351362,0.003003497,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.038934837,0.008409792,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.0502385,0.011713638,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.295040492,0.295040492,0.295040492,0.029139569,0.053831044,0.072988299
Hour163,0.021870107,0.002459689,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.039880783,0.00688713,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.051459075,0.009592789,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.292647533,0.292647533,0.292647533,0.029114506,0.053254328,0.072088025
Hour164,0.022154648,0.002875983,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.040399652,0.008052752,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.052128583,0.011216333,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.298477914,0.298477914,0.298477914,0.02981534,0.054938818,0.074381077
Hour165,0.019982099,0.002272276,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.036437945,0.006362373,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.047016703,0.008861876,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.279654823,0.279654823,0.279654823,0.027039084,0.049286732,0.06691474
Hour166,0.016788014,0.002603943,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.030613437,0.007291042,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.039501209,0.010155379,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.264176442,0.264176442,0.264176442,0.024176667,0.044390893,0.060692749
Hour167,0.014767955,0.001639654,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.0269298,0.004591032,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.034748129,0.006394651,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.242644526,0.242644526,0.242644526,0.021192319,0.038007246,0.052178941
Hour168,0.013897643,0.002326236,0,0.000320405,0.000512647,0.000391606,0,0,0,0.003560052,0.025342761,0.006513461,0,0.000925614,0.001110736,0.000890013,0,0,0,0.003560052,0.032700336,0.00907232,0,0.001744425,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.244384541,0.244384541,0.244384541,0.021008589,0.038342636,0.052808818
