,cc1,cc2,cc3,cc4,cc5,cc6,cc7,cc8,cc9,cc10,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,ic1,ic2,ic3,ic4,ic5,ic6,ic7,ic8,ic9,ic10,CBT,PBT,IBT,CCT,PCT,ICT,,,,,,,,,,,
Hour147,0.006652607,0,0,0,0.000512647,0.000391606,0,0,0,0.003560052,0.012131224,0,0,0,0.001110736,0.000890013,0,0,0,0.003560052,0.015653193,0,0,0,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.188883947,0.188883947,0.188883947,0.011116912,0.017692025,0.024944928,,,,,,,,,,,
Hour148,0.006994346,0,0,0,0.000512647,0.000391606,0,0,0,0.003560052,0.012754396,0,0,0,0.001110736,0.000890013,0,0,0,0.003560052,0.016457285,0,0,0,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.190887856,0.190887856,0.190887856,0.011458651,0.018315197,0.02574902,,,,,,,,,,,
Hour149,0.007677862,0,0,0,0.000512647,0.000391606,0,0,0,0.003560052,0.014000806,0,0,0,0.001110736,0.000890013,0,0,0,0.003560052,0.018065557,0,0,0,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.194902214,0.194902214,0.194902214,0.012142167,0.019561608,0.027357292,,,,,,,,,,,
Hour150,0.00904478,0,0,0,0.000512647,0.000391606,0,0,0,0.003560052,0.016493423,0,0,0,0.001110736,0.000890013,0,0,0,0.003560052,0.021281836,0,0,0,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.202936591,0.202936591,0.202936591,0.013509086,0.022054224,0.030573572,,,,,,,,,,,
Hour151,0.008533832,0,0,0,0.000512647,0.000391606,0,0,0,0.003560052,0.015561693,0,0,0,0.001110736,0.000890013,0,0,0,0.003560052,0.020079604,0,0,0,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.199924688,0.199924688,0.199924688,0.012998137,0.021122494,0.029371339,,,,,,,,,,,
Hour152,0.008294946,0,0,0,0.000512647,0.000391606,0,0,0,0.003560052,0.015126078,0,0,0,0.001110736,0.000890013,0,0,0,0.003560052,0.01951752,0,0,0,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.198513157,0.198513157,0.198513157,0.012759251,0.020686879,0.028809256,,,,,,,,,,,
Hour153,0.007269729,0,0,0,0.000512647,0.000391606,0,0,0,0.003560052,0.013256564,0,0,0,0.001110736,0.000890013,0,0,0,0.003560052,0.017105244,0,0,0,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.192476145,0.192476145,0.192476145,0.011734034,0.018817366,0.02639698,,,,,,,,,,,
Hour154,0.005902773,0,0,0,0.000512647,0.000391606,0,0,0,0.003560052,0.010763879,0,0,0,0.001110736,0.000890013,0,0,0,0.003560052,0.013888877,0,0,0,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.184428904,0.184428904,0.184428904,0.010367078,0.016324681,0.023180612,,,,,,,,,,,
Hour155,0.007873335,0,0,0,0.000512647,0.000391606,0,0,0,0.003560052,0.014357258,0,0,0,0.001110736,0.000890013,0,0,0,0.003560052,0.018525495,0,0,0,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.196014127,0.196014127,0.196014127,0.01233764,0.01991806,0.027817231,,,,,,,,,,,
Hour156,0.015437486,0,0,0,0.000512647,0.000391606,0,0,0,0.003560052,0.028150709,0,0,0,0.001110736,0.000890013,0,0,0,0.003560052,0.036323496,0,0,0,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.240502809,0.240502809,0.240502809,0.019901791,0.03371151,0.045615232,,,,,,,,,,,
Hour157,0.013183126,0,0,0,0.000512647,0.000391606,0,0,0,0.003560052,0.024039819,0,0,0,0.001110736,0.000890013,0,0,0,0.003560052,0.031019121,0,0,0,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.227235549,0.227235549,0.227235549,0.017647432,0.02960062,0.040310857,,,,,,,,,,,
Hour158,0.016405125,0,0,0,0.000512647,0.000391606,0,0,0,0.003560052,0.029915228,0,0,0,0.001110736,0.000890013,0,0,0,0.003560052,0.038600294,0,0,0,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.246182159,0.246182159,0.246182159,0.02086943,0.035476029,0.04789203,,,,,,,,,,,
Hour159,0.012157079,0,0,0,0.000512647,0.000391606,0,0,0,0.003560052,0.022168791,0,0,0,0.001110736,0.000890013,0,0,0,0.003560052,0.028604892,0,0,0,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.221187334,0.221187334,0.221187334,0.016621384,0.027729593,0.037896628,,,,,,,,,,,
Hour160,0.007269729,0,0,0,0.000512647,0.000391606,0,0,0,0.003560052,0.013256564,0,0,0,0.001110736,0.000890013,0,0,0,0.003560052,0.017105244,0,0,0,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.192431892,0.192431892,0.192431892,0.011734034,0.018817366,0.02639698,,,,,,,,,,,
Hour161,0.014439347,0,0,0,0.000512647,0.000391606,0,0,0,0.003560052,0.026330574,0,0,0,0.001110736,0.000890013,0,0,0,0.003560052,0.033974935,0,0,0,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.234599797,0.234599797,0.234599797,0.018903652,0.031891376,0.04326667,,,,,,,,,,,
Hour162,0.008533832,0,0,0,0.000512647,0.000391606,0,0,0,0.003560052,0.015561693,0,0,0,0.001110736,0.000890013,0,0,0,0.003560052,0.020079604,0,0,0,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.199855147,0.199855147,0.199855147,0.012998137,0.021122494,0.029371339,,,,,,,,,,,
Hour163,0.00904478,0,0,0,0.000512647,0.000391606,0,0,0,0.003560052,0.016493423,0,0,0,0.001110736,0.000890013,0,0,0,0.003560052,0.021281836,0,0,0,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.202854406,0.202854406,0.202854406,0.013509086,0.022054224,0.030573572,,,,,,,,,,,
Hour164,0.00904478,0,0,0,0.000512647,0.000391606,0,0,0,0.003560052,0.016493423,0,0,0,0.001110736,0.000890013,0,0,0,0.003560052,0.021281836,0,0,0,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.202848085,0.202848085,0.202848085,0.013509086,0.022054224,0.030573572,,,,,,,,,,,
Hour165,0.00836134,0,0,0,0.000512647,0.000391606,0,0,0,0.003560052,0.015247149,0,0,0,0.001110736,0.000890013,0,0,0,0.003560052,0.019673741,0,0,0,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.198821524,0.198821524,0.198821524,0.012825645,0.02080795,0.028965476,,,,,,,,,,,
Hour166,0.007677824,0,0,0,0.000512647,0.000391606,0,0,0,0.003560052,0.014000738,0,0,0,0.001110736,0.000890013,0,0,0,0.003560052,0.018065469,0,0,0,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.194794523,0.194794523,0.194794523,0.012142129,0.019561539,0.027357204,,,,,,,,,,,
Hour167,0.006994346,0,0,0,0.000512647,0.000391606,0,0,0,0.003560052,0.012754396,0,0,0,0.001110736,0.000890013,0,0,0,0.003560052,0.016457285,0,0,0,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.19076774,0.19076774,0.19076774,0.011458651,0.018315197,0.02574902,,,,,,,,,,,
Hour168,0.006652607,0,0,0,0.000512647,0.000391606,0,0,0,0.003560052,0.012131224,0,0,0,0.001110736,0.000890013,0,0,0,0.003560052,0.015653193,0,0,0,0.002136031,0.001815627,0.001780026,0,0,0.003560052,0.188751188,0.188751188,0.188751188,0.011116912,0.017692025,0.024944928,,,,,,,,,,,
